symbol,net_profitability_results_error_message,simulation_results_error_message,simulation_results_decision_outcome
PORK/USDT,V2: PORK/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: PORK/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
XEC/USDT,V2: XEC/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: XEC/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
TRAC/USDT,V2: TRAC/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: TRAC/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
AI/USDT,V2: AI/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: AI/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
DC/USDT,V2: DC/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: DC/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
FRM/USDT,V2: FRM/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: FRM/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
SLIM/USDT,V2: SLIM/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: SLIM/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
HGET/USDT,V2: HGET/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: HGET/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
AI/USDT,V2: AI/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: AI/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
BOB/USDT,V2: BOB/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: BOB/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
ALT/USDT,V2: ALT/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: ALT/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
FRM/USDT,V2: FRM/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: FRM/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
DESO/USDT,V2: DESO/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: DESO/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
USDX/USDT,V2: USDX/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: USDX/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
PORK/USDT,V2: PORK/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: PORK/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
XEC/USDT,V2: XEC/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: XEC/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
TRAC/USDT,V2: TRAC/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: TRAC/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
AI/USDT,V2: AI/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: AI/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
BOB/USDT,V2: BOB/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: BOB/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
ALT/USDT,V2: ALT/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: ALT/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
XEC/USDT,V2: XEC/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: XEC/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
HGET/USDT,V2: HGET/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: HGET/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
AI/USDT,V2: AI/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: AI/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
DC/USDT,V2: DC/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: DC/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
POLC/USDT,V2: POLC/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: POLC/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
RDNT/USDT,V2: RDNT/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: RDNT/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
SLIM/USDT,V2: SLIM/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: SLIM/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
USDX/USDT,V2: USDX/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: USDX/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
PORK/USDT,V2: PORK/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: PORK/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
XEC/USDT,V2: XEC/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: XEC/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
AI/USDT,V2: AI/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: AI/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
BOB/USDT,V2: BOB/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: BOB/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
POLC/USDT,V2: POLC/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: POLC/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
RDNT/USDT,V2: RDNT/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: RDNT/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
SLIM/USDT,V2: SLIM/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: SLIM/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
USDX/USDT,V2: USDX/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: USDX/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
PORK/USDT,V2: PORK/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: PORK/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
XEC/USDT,V2: XEC/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: XEC/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
AI/USDT,V2: AI/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: AI/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
BOB/USDT,V2: BOB/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: BOB/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
ZK/USDT,V2: ZK/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: ZK/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
POLC/USDT,V2: POLC/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: POLC/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
RDNT/USDT,V2: RDNT/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: RDNT/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
SLIM/USDT,V2: SLIM/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: SLIM/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
USDX/USDT,V2: USDX/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: USDX/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
PORK/USDT,V2: PORK/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: PORK/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
XEC/USDT,V2: XEC/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: XEC/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
AI/USDT,V2: AI/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: AI/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
HGET/USDT,V2: HGET/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: HGET/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
AI/USDT,V2: AI/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: AI/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
FRM/USDT,V2: FRM/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: FRM/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
DESO/USDT,V2: DESO/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: DESO/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
ENJ/USDT,V2: ENJ/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: ENJ/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
CSPR/USDT,V2: CSPR/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: CSPR/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
HTR/USDT,V2: HTR/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: HTR/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
HGET/USDT,V2: HGET/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: HGET/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
DEGEN/USDT,V2: DEGEN/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: DEGEN/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
TURBO/USDT,V2: TURBO/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: TURBO/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
DC/USDT,V2: DC/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: DC/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
ALT/USDT,V2: ALT/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: ALT/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
FRM/USDT,V2: FRM/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: FRM/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
DESO/USDT,V2: DESO/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: DESO/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
USDX/USDT,V2: USDX/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: USDX/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
HTR/USDT,V2: HTR/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: HTR/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
DEGEN/USDT,V2: DEGEN/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: DEGEN/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
NOVA/USDT,V2: NOVA/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: NOVA/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
BOB/USDT,V2: BOB/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: BOB/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
ZK/USDT,V2: ZK/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: ZK/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
ENJ/USDT,V2: ENJ/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: ENJ/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
CSPR/USDT,V2: CSPR/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: CSPR/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
HTR/USDT,V2: HTR/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: HTR/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
DEGEN/USDT,V2: DEGEN/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: DEGEN/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
TURBO/USDT,V2: TURBO/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: TURBO/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
ZK/USDT,V2: ZK/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: ZK/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
FRM/USDT,V2: FRM/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: FRM/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
DESO/USDT,V2: DESO/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: DESO/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
ENJ/USDT,V2: ENJ/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: ENJ/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
PORK/USDT,V2: PORK/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: PORK/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
DEGEN/USDT,V2: DEGEN/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: DEGEN/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
TURBO/USDT,V2: TURBO/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: TURBO/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
DC/USDT,V2: DC/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: DC/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
POLC/USDT,V2: POLC/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: POLC/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
RDNT/USDT,V2: RDNT/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: RDNT/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
USDX/USDT,V2: USDX/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: USDX/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
PORK/USDT,V2: PORK/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: PORK/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
DEGEN/USDT,V2: DEGEN/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: DEGEN/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
TURBO/USDT,V2: TURBO/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: TURBO/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
ZK/USDT,V2: ZK/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: ZK/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
POLC/USDT,V2: POLC/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: POLC/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
DESO/USDT,V2: DESO/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: DESO/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
ENJ/USDT,V2: ENJ/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: ENJ/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
PORK/USDT,V2: PORK/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: PORK/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
DEGEN/USDT,V2: DEGEN/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: DEGEN/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
TURBO/USDT,V2: TURBO/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: TURBO/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
ALT/USDT,V2: ALT/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: ALT/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
FRM/USDT,V2: FRM/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: FRM/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
DESO/USDT,V2: DESO/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: DESO/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
ENJ/USDT,V2: ENJ/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: ENJ/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
CSPR/USDT,V2: CSPR/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: CSPR/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
HTR/USDT,V2: HTR/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: HTR/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
DEGEN/USDT,V2: DEGEN/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: DEGEN/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
TURBO/USDT,V2: TURBO/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: TURBO/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
ZK/USDT,V2: ZK/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: ZK/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
